input,ratio
0.0496714153011232686929510,0.0000000000000000000000000
-0.0138264301171184666311431,0.0000000000000000000000000
0.0647688538100692490218080,0.0000000000000000000000000
0.1523029856408025517477967,0.0000000000000000000000000
-0.0234153374723335971907545,0.0000000000000000000000000
-0.0234136956949180553844148,0.0000000000000000000000000
0.1579212815507391454161734,0.0000000000000000000000000
0.0767434729152908778893050,0.0000000000000000000000000
-0.0469474385934952123666797,0.0000000000000000000000000
0.0542560043585964685286527,0.0000000000000000000000000
-0.0463417692812462256313211,0.0000000000000000000000000
-0.0465729753570256893580037,0.0000000000000000000000000
0.0241962271566034115011234,0.0000000000000000000000000
-0.1913280244657797890539541,0.0000000000000000000000000
-0.1724917832513032933672292,0.0000000000000000000000000
-0.0562287529240972708266533,0.0000000000000000000000000
-0.1012831120334423823381442,0.0000000000000000000000000
0.0314247332595273889954690,0.0000000000000000000000000
-0.0908024075521211004868860,0.0000000000000000000000000
-0.1412303701335291539198380,0.0000000000000000000000000
0.1465648768921554156996478,0.0000000000000000000000000
-0.0225776300486535685951850,0.0000000000000000000000000
0.0067528204687923839080743,0.0000000000000000000000000
-0.1424748186213456724313886,0.0000000000000000000000000
-0.0544382724525182687402847,0.0000000000000000000000000
0.0110922589709866094981328,0.0000000000000000000000000
-0.1150993577422302904800233,0.0000000000000000000000000
0.0375698018345671999607127,0.0000000000000000000000000
-0.0600638689918805007694758,0.0000000000000000000000000
-0.0291693749793276793647046,0.0000000000000000000000000
-0.0601706612229396947677529,0.0000000000000000000000000
0.1852278184508937830532460,0.0000000000000000000000000
-0.0013497224737933921374228,0.0000000000000000000000000
-0.1057710928955900436809756,0.0000000000000000000000000
0.0822544912103189140850645,0.0000000000000000000000000
-0.1220843649971022348843519,0.0000000000000000000000000
0.0208863595004755431272514,0.0000000000000000000000000
-0.1959670123879775627262489,0.0000000000000000000000000
-0.1328186048898430671183490,0.0000000000000000000000000
0.0196861235869123518682500,0.0000000000000000000000000
0.0738466579995410432601943,0.0000000000000000000000000
0.0171368281189970515787646,0.0000000000000000000000000
-0.0115648282388240535023538,0.0000000000000000000000000
-0.0301103695589288802847427,0.0000000000000000000000000
-0.1478521990367427374479803,0.0000000000000000000000000
-0.0719844208394708612308577,0.0000000000000000000000000
-0.0460638770959787557934817,0.0000000000000000000000000
0.1057122226218915744810900,0.0000000000000000000000000
0.0343618289568461410254940,0.0000000000000000000000000
-0.1763040155362733951704968,0.0000000000000000000000000
0.0324083969394795001761622,0.0000000000000000000000000
-0.0385082280416316549698230,0.0000000000000000000000000
-0.0676922000305958809773799,0.0000000000000000000000000
0.0611676288840867915519439,0.0000000000000000000000000
0.1030999522495951031819672,0.0000000000000000000000000
0.0931280119116198595863310,0.0000000000000000000000000
-0.0839217523222638567270693,0.0000000000000000000000000
-0.0309212375851214589517202,0.0000000000000000000000000
0.0331263431403563957111658,0.0000000000000000000000000
0.0975545127122359190252610,0.0000000000000000000000000
-0.0479174237845289979764729,0.0000000000000000000000000
-0.0185658976663817115726474,0.0000000000000000000000000
-0.1106334974006028259996270,0.0000000000000000000000000
-0.1196206624080670827270367,0.0000000000000000000000000
0.0812525822394198071751958,0.0000000000000000000000000
0.1356240028570822875320090,0.0000000000000000000000000
-0.0072010121580333846802446,0.0000000000000000000000000
0.1003532897892024239316910,0.0000000000000000000000000
0.0361636025047634146467601,0.0000000000000000000000000
-0.0645119754605124329227550,0.0000000000000000000000000
0.0361395605508413944595425,0.0000000000000000000000000
0.1538036566465969257055946,0.0000000000000000000000000
-0.0035826039109951540555243,0.0000000000000000000000000
0.1564643655814006439896957,0.0000000000000000000000000
-0.2619745104089744591746580,0.0000000000000000000000000
0.0821902504375223857957522,0.0000000000000000000000000
0.0087047068238171234483280,0.0000000000000000000000000
-0.0299007350465867460798108,0.0000000000000000000000000
0.0091760776535502307921233,0.0000000000000000000000000
-0.1987568914600892910904406,0.0000000000000000000000000
-0.0219671887837511944918667,0.0000000000000000000000000
0.0357112571511746454411274,0.0000000000000000000000000
0.1477894044741516199614750,0.0000000000000000000000000
-0.0518270218273647401141524,0.0000000000000000000000000
-0.0808493602893187723879009,0.0000000000000000000000000
-0.0501757043584536571723120,0.0000000000000000000000000
0.0915402117702074219485198,0.0000000000000000000000000
0.0328751109659684501163035,0.0000000000000000000000000
-0.0529760203767038820310553,0.0000000000000000000000000
0.0513267433113356111307191,0.0000000000000000000000000
0.0097077549348040387267034,0.0000000000000000000000000
0.0968644990532889216261481,0.0000000000000000000000000
-0.0702053093877352402119030,0.0000000000000000000000000
-0.0327662146597768252909155,0.0000000000000000000000000
-0.0392108153132157688514070,0.0000000000000000000000000
-0.1463514948132118576040739,0.0000000000000000000000000
0.0296120277064576067904689,0.0000000000000000000000000
0.0261055272179889358286076,0.0000000000000000000000000
0.0005113456642460889774171,0.0000000000000000000000000
-0.0234587133375146923708332,0.0000000000000000000000000
-0.1415370742050414409884951,0.0000000000000000000000000
-0.0420645322765359069849822,0.0000000000000000000000000
-0.0342714516526769485960102,0.0000000000000000000000000
-0.0802277269221619016015268,0.0000000000000000000000000
-0.0161285711666009148879120,0.0000000000000000000000000
0.0404050856814538450478835,0.0000000000000000000000000
0.1886185901210530313498737,0.0000000000000000000000000
0.0174577812831838950768937,0.0000000000000000000000000
0.0257550390722764387108068,0.0000000000000000000000000
-0.0074445915766167217869631,0.0000000000000000000000000
-0.1918771215299041599244845,0.0000000000000000000000000
